,PIN,Property Class,Tax Year,Neighborhood Code,Land Square Feet,Town Code,Type of Residence,Apartments,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Central Heating,Other Heating,Central Air,Fireplaces,Attic Type,Attic Finish,Half Baths,Design Plan,Cathedral Ceiling,Construction Quality,Renovation,Site Desireability,Garage 1 Size,Garage 1 Material,Garage 1 Attachment,Garage 1 Area,Garage 2 Size,Garage 2 Material,Garage 2 Attachment,Garage 2 Area,Porch,Other Improvements,Building Square Feet,Repair Condition,Multi Code,Number of Commercial Units,Prior Tax Year Market Value Estimate (Land),Prior Tax Year Market Value Estimate (Building),Date of Most Recent Sale,Deed No.,Sale Price,Longitude,Latitude,Census Tract,Total Building Square Feet,Multi Property Indicator,Property Address,Modeling Group,Full Baths,Age,Use,Number of Units,Percent Ownership,Condo Class Factor,Multi-Family Indicator,Large Lot,"Condition, Desirability and Utility",Deed Type,O'Hare Noise,Floodplain,Near Major Road,Total Units,Condo Strata,Age Squared,Age Decade,Age Decade Squared,Lot Size Squared,Improvement Size Squared,Location Factor,Garage indicator,Residential share of building,Pure Market Sale,Pure Market Filter,Neigborhood Code (mapping),Square root of lot size,Square root of age,Square root of improvement size,Town and Neighborhood
1876581,28353010360000,206,2019,400,51836,13,2.0,0.0,1.0,1.0,8.0,4.0,3.0,3.0,2.0,5.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,,2.0,4.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2360.0,2.0,2.0,0.0,38870.0,120960.0,06/05/2019,1915645069.0,136000.0,-87.7047972924099,41.5576492080095,825504.0,,0,3630  183RD ST,SF,2.0,122,1,,,,,,,T,0.0,0.0,0.0,1.0,,14884,12.2,148.84,2686970896,5569600.0,0.428630487541615,1.0,,1,1,400,227.675207258059,11.0453610171873,48.5798312059645,13400
1876582,28353010370000,202,2019,400,54842,13,1.0,0.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,672.0,2.0,2.0,0.0,41130.0,85570.0,,,,-87.7076152017687,41.561540022705,825504.0,,0,18040  LAWNDALE AVE,SF,1.0,74,1,,,,,,,,0.0,0.0,0.0,1.0,,5476,7.4,54.76,3007644964,451584.0,0.444088016082772,1.0,,0,0,400,234.183688586545,8.60232526704263,25.9229627936314,13400
1876583,28353010380000,203,2019,400,54842,13,1.0,0.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,5.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1408.0,2.0,2.0,0.0,41130.0,102210.0,,,,-87.707613687715,41.5613148791928,825504.0,,0,18048  LAWNDALE AVE,SF,1.0,74,1,,,,,,,,0.0,0.0,0.0,1.0,,5476,7.4,54.76,3007644964,1982464.0,0.443072676805085,1.0,,0,0,400,234.183688586545,8.60232526704263,37.5233260785874,13400
1876584,28353010390000,203,2019,400,135471,13,1.0,0.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1,0.0,1518.0,2.0,2.0,0.0,101600.0,80320.0,,,,-87.705263508706,41.5641177096989,825504.0,,0,17901  LAWNDALE AVE,SF,1.0,65,1,,,,,,,,0.0,0.0,0.0,1.0,,4225,6.5,42.25,18352391841,2304324.0,0.456722912651613,0.0,,0,0,400,368.063853155944,8.06225774829855,38.9615194775563,13400
1876585,28353010400000,205,2019,400,90169,13,2.0,0.0,1.0,1.0,7.0,4.0,1.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,0.0,1720.0,2.0,2.0,0.0,67620.0,106640.0,,,,-87.705257694089,41.5636389291693,825504.0,,0,17915  LAWNDALE AVE,SF,2.0,74,1,,,,,,,,0.0,0.0,0.0,1.0,,5476,7.4,54.76,8130448561,2958400.0,0.454601931064943,1.0,,0,0,400,300.281534563816,8.60232526704263,41.4728827066554,13400
1876586,28353010410000,203,2019,400,108900,13,1.0,0.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1197.0,2.0,2.0,0.0,81670.0,79990.0,,,,-87.7052519352107,41.5632305541954,825504.0,,0,17941 S LAWNDALE AVE,SF,1.0,59,1,,,,,,,,0.0,0.0,0.0,1.0,,3481,5.9,34.81,11859210000,1432809.0,0.452794323266727,1.0,,0,0,400,330.0,7.68114574786861,34.5976877840124,13400
1876587,28353010420000,204,2019,400,110511,13,1.0,0.0,1.0,1.0,7.0,3.0,4.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2265.0,2.0,2.0,0.0,82880.0,161950.0,,,,-87.7052470390434,41.5627758195001,825504.0,,0,18049  LAWNDALE AVE,SF,1.0,29,1,,,,,,,,0.0,0.0,0.0,1.0,,841,2.9,8.41,12212681121,5130225.0,0.450783403201491,1.0,,0,0,400,332.43194792318,5.3851648071345,47.5920161371632,13400
1876588,28353010430000,202,2019,400,147232,13,1.0,0.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,,2.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,500.0,2.0,2.0,0.0,110420.0,39120.0,,,,-87.7076361633216,41.5641011078747,825504.0,,0,17914  LAWNDALE AVE,SF,1.0,64,1,,,,,,,,0.0,0.0,0.0,1.0,,4096,6.4,40.96,21677261824,250000.0,0.455682035993295,1.0,,0,0,400,383.708222481614,8.0,22.3606797749979,13400
1876589,28353010440000,202,2019,400,77972,13,1.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,0.0,572.0,2.0,2.0,0.0,58470.0,67130.0,,,,-87.7076318647469,41.5636255450366,825504.0,,0,17916  LAWNDALE AVE,SF,1.0,67,1,,,,,,,,0.0,0.0,0.0,1.0,,4489,6.7,44.89,6079632784,327184.0,0.453525663824206,1.0,,0,0,400,279.234668334718,8.18535277187245,23.9165214862028,13400
1876590,28353020060000,241,2019,400,28052,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,14020.0,0.0,,,,-87.7130390335955,41.5627597239789,825504.0,,0,17945  CRAWFORD AVE,NCHARS,,10,1,,,200.0,,,,,0.0,0.0,1.0,1.0,1.0,100,1.0,1.0,786914704,,0.442602822973836,,,0,0,400,167.487312952355,3.16227766016838,,13400
1876591,28353020070000,203,2019,400,28052,13,1.0,0.0,1.0,1.0,5.0,3.0,2.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1000.0,2.0,2.0,0.0,21030.0,88340.0,,,,-87.7130404102178,41.5624862055144,825504.0,,0,18021  CRAWFORD AVE,SF,1.0,61,1,,,,,,,,0.0,0.0,1.0,1.0,,3721,6.1,37.21,786914704,1000000.0,0.441292517851881,1.0,,0,0,400,167.487312952355,7.81024967590665,31.6227766016838,13400
1876592,28353020100000,203,2019,400,28052,13,1.0,0.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3,0.0,1239.0,2.0,2.0,0.0,21030.0,107920.0,,,,-87.7130439882271,41.5616623058251,825504.0,,0,18027  CRAWFORD AVE,SF,1.0,71,1,,,,,,,,0.0,0.0,1.0,1.0,,5041,7.1,50.41,786914704,1535121.0,0.437350047171838,1.0,,0,0,400,167.487312952355,8.42614977317636,35.1994318135961,13400
1876593,28353020110000,201,2019,400,28052,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,14020.0,2650.0,,,,-87.7130450421824,41.5613905948313,825504.0,,0,18027  CRAWFORD AVE,NCHARS,,10,1,,,200.0,,,,,0.0,0.0,1.0,1.0,1.0,100,1.0,1.0,786914704,,0.436051650162485,,,0,0,400,167.487312952355,3.16227766016838,,13400
1876594,28353020150000,278,2019,400,28052,13,2.0,0.0,3.0,1.0,8.0,4.0,3.0,3.0,1.0,5.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,3.0,1.0,1.0,7.0,0.0,0.0,0.0,3,0.0,3570.0,2.0,2.0,0.0,21030.0,207130.0,,,,-87.7130506531792,41.5602888163473,825504.0,,0,18101  CRAWFORD AVE,SF,2.0,61,1,,,,,,,,0.0,0.0,1.0,1.0,,3721,6.1,37.21,786914704,12744900.0,0.430795128643396,1.0,,0,0,400,167.487312952355,7.81024967590665,59.7494769851586,13400
1876595,28353020160000,202,2019,400,30579,13,1.0,0.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,,2.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,800.0,2.0,2.0,0.0,22930.0,72020.0,,,,-87.7130510157786,41.5600104346085,825504.0,,0,18127  CRAWFORD AVE,SF,1.0,60,1,,,,,,,,0.0,0.0,1.0,1.0,,3600,6.0,36.0,935075241,640000.0,0.429472411150339,1.0,,0,0,400,174.868522038702,7.74596669241483,28.2842712474619,13400
1876596,28353020200000,203,2019,400,22852,13,1.0,0.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,0.0,1140.0,2.0,2.0,0.0,17730.0,71140.0,,,,-87.7131849565063,41.5579868667991,825504.0,,0,18249  CRAWFORD AVE,SF,1.0,67,1,,,,,,,,0.0,0.0,1.0,1.0,,4489,6.7,44.89,522213904,1299600.0,0.419641745383176,0.0,,0,0,400,151.168779845575,8.18535277187245,33.7638860322683,13400
1876597,28353020210000,202,2019,400,33062,13,1.0,0.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,5.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,4.0,,2.0,2.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,504.0,3.0,2.0,0.0,24790.0,63280.0,,,,-87.7119637845718,41.5641445298609,825504.0,,0,17900  SPRINGFIELD AVE,SF,1.0,71,1,,,,,,,,0.0,0.0,0.0,1.0,,5041,7.1,50.41,1093095844,254016.0,0.451028752094203,1.0,,0,0,400,181.829590551153,8.42614977317636,22.4499443206436,13400
1876598,28353020220000,205,2019,400,30230,13,2.0,0.0,3.0,1.0,7.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,4.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,3,0.0,1968.0,2.0,2.0,0.0,22670.0,150890.0,04/19/2019,1910912029.0,203000.0,-87.711964133159,41.5638546014256,825504.0,,0,17910  SPRINGFIELD AVE,SF,2.0,71,1,,,,,,,W,0.0,0.0,0.0,1.0,,5041,7.1,50.41,913852900,3873024.0,0.449654360013521,1.0,,1,1,400,173.867765845196,8.42614977317636,44.3621460256377,13400
1876599,28353020230000,205,2019,400,30230,13,2.0,0.0,1.0,1.0,7.0,3.0,2.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,,2.0,2.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1250.0,2.0,2.0,0.0,22670.0,105780.0,,,,-87.7119653937572,41.563581066729,825504.0,,0,17926  SPRINGFIELD AVE,SF,1.0,71,1,,,,,,,,0.0,0.0,0.0,1.0,,5041,7.1,50.41,913852900,1562500.0,0.448356002926109,1.0,,0,0,400,173.867765845196,8.42614977317636,35.3553390593274,13400
1876600,28353020240000,202,2019,400,30230,13,1.0,0.0,1.0,1.0,5.0,3.0,4.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,,2.0,2.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,988.0,2.0,2.0,0.0,22670.0,81440.0,,,,-87.711964946231,41.563306752648,825504.0,,0,17934  SPRINGFIELD AVE,SF,1.0,48,1,,,,,,,,0.0,0.0,0.0,1.0,,2304,4.8,23.04,913852900,976144.0,0.447056663781627,1.0,,0,0,400,173.867765845196,6.92820323027551,31.4324672910034,13400
1876601,28361010131016,299,2019,270,20553,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,3350.0,48270.0,05/17/2019,1913718083.0,1.0,-87.6897771666979,41.5699890288386,825503.0,,0,7 E CARRIAGEWAY DR,NCHARS,,44,1,64.0,0.02,299.0,,,,O,0.0,0.0,0.0,64.0,1.0,1936,4.4,19.36,422425809,,0.453863090255902,,0.9912,0,0,270,143.363175188052,6.6332495807108,,13270
1876602,28353020250000,202,2019,400,30230,13,1.0,0.0,1.0,1.0,6.0,3.0,4.0,3.0,1.0,5.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,864.0,2.0,2.0,0.0,22670.0,77760.0,,,,-87.7119667573018,41.5630325292059,825504.0,,0,17938  SPRINGFIELD AVE,SF,1.0,63,1,,,,,,,,0.0,0.0,0.0,1.0,,3969,6.3,39.69,913852900,746496.0,0.445754276768955,1.0,,0,0,400,173.867765845196,7.93725393319377,29.3938769133981,13400
1876603,28353020260000,203,2019,400,30230,13,5.0,0.0,1.0,1.0,7.0,4.0,1.0,3.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1403.0,2.0,2.0,0.0,22670.0,112240.0,,,,-87.7119671054094,41.5627595530255,825504.0,,0,17946  SPRINGFIELD AVE,SF,1.0,60,1,,,,,,,,0.0,0.0,0.0,1.0,,3600,6.0,36.0,913852900,1968409.0,0.44446045652967,1.0,,0,0,400,173.867765845196,7.74596669241483,37.4566416006561,13400
1876604,28353020270000,241,2019,400,30230,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,15110.0,0.0,,,,-87.7119673923436,41.5624857132383,825504.0,,0,18020  SPRINGFIELD AVE,NCHARS,,10,1,,,200.0,,,,,0.0,0.0,0.0,1.0,1.0,100,1.0,1.0,913852900,,0.443163096333342,,,0,0,400,173.867765845196,3.16227766016838,,13400
1876605,28353020280000,241,2019,400,30230,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,15110.0,0.0,,,,-87.7119685198852,41.5622128531198,825504.0,,0,18020  SPRINGFIELD AVE,NCHARS,,10,1,,,200.0,,,,,0.0,0.0,0.0,1.0,1.0,100,1.0,1.0,913852900,,0.441869573680669,,,0,0,400,173.867765845196,3.16227766016838,,13400
1876606,28353020290000,203,2019,400,30230,13,1.0,0.0,2.0,1.0,6.0,4.0,3.0,1.0,2.0,5.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,,2.0,2.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1540.0,2.0,2.0,0.0,22670.0,107360.0,,,,-87.7119691553497,41.5619371538509,825504.0,,0,18020  SPRINGFIELD AVE,SF,1.0,59,1,,,,,,,,0.0,0.0,0.0,1.0,,3481,5.9,34.81,913852900,2371600.0,0.44056414054284,1.0,,0,0,400,173.867765845196,7.68114574786861,39.2428337406972,13400
1876607,28353020300000,202,2019,400,30230,13,5.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,5.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,600.0,2.0,2.0,0.0,22670.0,52230.0,,,,-87.7119689795106,41.5616625489602,825504.0,,0,18024  SPRINGFIELD AVE,SF,1.0,71,1,,,,,,,,0.0,0.0,0.0,1.0,,5041,7.1,50.41,913852900,360000.0,0.43926609771972,1.0,,0,0,400,173.867765845196,8.42614977317636,24.4948974278318,13400
1876608,28353020310000,203,2019,400,30230,13,1.0,0.0,1.0,1.0,8.0,3.0,4.0,3.0,2.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,505.0,1139.0,2.0,2.0,0.0,22670.0,76100.0,,,,-87.7119702002943,41.5613900388996,825504.0,,0,18040  SPRINGFIELD AVE,SF,1.0,71,1,,,,,,,,0.0,0.0,0.0,1.0,,5041,7.1,50.41,913852900,1297321.0,0.437976584329619,1.0,,0,0,400,173.867765845196,8.42614977317636,33.7490740613724,13400
1876609,28353020320000,241,2019,400,30230,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,15110.0,0.0,,,,-87.7119711655493,41.5611151999777,825504.0,,0,18100  SPRINGFIELD AVE,NCHARS,,10,1,,,200.0,,,,,0.0,0.0,0.0,1.0,1.0,100,1.0,1.0,913852900,,0.436677584941266,,,0,0,400,173.867765845196,3.16227766016838,,13400
1876610,28353020340000,203,2019,400,30230,13,1.0,0.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1170.0,2.0,2.0,0.0,22670.0,110590.0,,,,-87.7119726343979,41.5605646043272,825504.0,,0,18112  SPRINGFIELD AVE,SF,1.0,37,1,,,,,,,,0.0,0.0,0.0,1.0,,1369,3.7,13.69,913852900,1368900.0,0.434079820371481,1.0,,0,0,400,173.867765845196,6.08276253029822,34.2052627529741,13400
1876611,28353020350000,202,2019,400,30230,13,1.0,0.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,,2.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,962.0,2.0,2.0,0.0,22670.0,75740.0,,,,-87.7119726797143,41.560290108351,825504.0,,0,18120  SPRINGFIELD AVE,SF,1.0,63,1,,,,,,,,0.0,0.0,0.0,1.0,,3969,6.3,39.69,913852900,925444.0,0.432788035908514,1.0,,0,0,400,173.867765845196,7.93725393319377,31.0161248385416,13400
1876612,28353020370000,202,2019,400,33236,13,5.0,0.0,1.0,1.0,5.0,3.0,4.0,3.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,882.0,2.0,2.0,0.0,24920.0,74200.0,,,,-87.7119739387276,41.5597162500665,825504.0,,0,18140  SPRINGFIELD AVE,SF,1.0,69,1,,,,,,,,0.0,0.0,0.0,1.0,,4761,6.9,47.61,1104631696,777924.0,0.43009060297189,1.0,,0,0,400,182.307432651552,8.30662386291807,29.698484809835,13400
1876613,28353020390000,202,2019,400,33236,13,1.0,0.0,1.0,1.0,6.0,3.0,4.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,0.0,856.0,2.0,2.0,0.0,24920.0,69820.0,,,,-87.7119752851804,41.5591145257683,825504.0,,0,18158  SPRINGFIELD AVE,SF,1.0,76,1,,,,,,,,0.0,0.0,0.0,1.0,,5776,7.6,57.76,1104631696,732736.0,0.427270512692777,1.0,,0,0,400,182.307432651552,8.71779788708135,29.2574776766556,13400
1876614,28353020400000,203,2019,400,30230,13,1.0,0.0,1.0,1.0,6.0,4.0,3.0,3.0,1.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1071.0,2.0,2.0,0.0,22670.0,86750.0,,,,-87.7119760553964,41.5588265336259,825504.0,,0,18260  SPRINGFIELD AVE,SF,1.0,60,1,,,,,,,,0.0,0.0,0.0,1.0,,3600,6.0,36.0,913852900,1147041.0,0.425923900385665,1.0,,0,0,400,173.867765845196,7.74596669241483,32.7261363439071,13400
1876615,28353020410000,203,2019,400,30230,13,1.0,0.0,1.0,1.0,5.0,3.0,4.0,3.0,1.0,5.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1,0.0,1083.0,2.0,2.0,0.0,22670.0,79310.0,,,,-87.7119763030659,41.5585520369573,825504.0,,0,18220  SPRINGFIELD AVE,SF,1.0,67,1,,,,,,,,0.0,0.0,0.0,1.0,,4489,6.7,44.89,913852900,1172889.0,0.42464343746595,0.0,,0,0,400,173.867765845196,8.18535277187245,32.9089653438087,13400
1876616,28353020420000,203,2019,400,30230,13,1.0,0.0,2.0,1.0,6.0,3.0,1.0,3.0,1.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1473.0,2.0,2.0,0.0,22670.0,115620.0,,,,-87.7119780368634,41.5582762677843,825504.0,,0,18242  SPRINGFIELD AVE,SF,1.0,57,1,,,,,,,,0.0,0.0,0.0,1.0,,3249,5.7,32.49,913852900,2169729.0,0.423356552704907,1.0,,0,0,400,173.867765845196,7.54983443527075,38.379682124791,13400
1876617,28353020440000,203,2019,400,31200,13,5.0,0.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,,2.0,3.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1,0.0,1215.0,2.0,2.0,0.0,23290.0,66230.0,03/14/2019,1907316046.0,1.0,-87.7126021777149,41.5577170286426,825504.0,1790.0,1,3944  183RD ST,SF,1.0,68,1,,,,,,,O,0.0,0.0,0.0,1.0,,4624,6.8,46.24,973440000,1476225.0,0.419560614338949,1.0,,0,0,400,176.635217326557,8.24621125123532,34.8568501158667,13400
1876618,28353020440000,203,2019,400,31200,13,1.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,0.0,575.0,2.0,3.0,0.0,23290.0,66230.0,03/14/2019,1907316046.0,1.0,-87.7126021777149,41.5577170286426,825504.0,1790.0,1,3944  183RD ST,SF,1.0,50,1,,,,,,,O,0.0,0.0,0.0,1.0,,2500,5.0,25.0,973440000,330625.0,0.419560614338949,0.0,,0,0,400,176.635217326557,7.07106781186548,23.9791576165636,13400
1876619,28353020470000,278,2019,400,26027,13,2.0,0.0,3.0,1.0,7.0,3.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,,2.0,5.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,3407.0,2.0,2.0,0.0,19520.0,264950.0,,,,-87.7117283577826,41.5579249769768,825504.0,,0,18248  SPRINGFIELD AVE,SF,2.0,12,1,,,,,,,,0.0,0.0,0.0,1.0,,144,1.2,1.44,677404729,11607649.0,0.422181543330336,1.0,,0,0,400,161.328856687203,3.46410161513775,58.36951259005,13400
1876620,28353020480000,203,2019,400,26027,13,1.0,0.0,1.0,1.0,6.0,4.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,595.0,1436.0,2.0,2.0,0.0,19520.0,112230.0,04/08/2019,1909806112.0,100000.0,-87.7117280585108,41.5575038407897,825504.0,,0,18254  SPRINGFIELD AVE,SF,1.0,65,1,,,,,,,W,0.0,0.0,0.0,1.0,,4225,6.5,42.25,677404729,2062096.0,0.420236292191932,1.0,,1,1,400,161.328856687203,8.06225774829855,37.8945906429928,13400
1876621,28353030010000,202,2019,400,69608,13,1.0,0.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3,0.0,531.0,2.0,2.0,0.0,52200.0,50380.0,,,,-87.7100021989009,41.5641469274152,825504.0,,0,17901  SPRINGFIELD AVE,SF,1.0,85,1,,,,,,,,0.0,0.0,0.0,1.0,,7225,8.5,72.25,4845273664,281961.0,0.453723563708296,0.0,,0,0,400,263.833280690666,9.21954445729289,23.0434372436058,13400
1876622,28353030070000,202,2019,400,63292,13,1.0,0.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,856.0,2.0,2.0,0.0,47460.0,14120.0,,,,-87.7099937367081,41.5624866221306,825504.0,,0,18005  SPRINGFIELD AVE,SF,1.0,71,1,,,,,,,,0.0,0.0,0.0,1.0,,5041,7.1,50.41,4005877264,732736.0,0.446013934916206,1.0,,0,0,400,251.579013433156,8.42614977317636,29.2574776766556,13400
1876623,28353030080000,241,2019,400,63292,13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3,,,,,,47460.0,0.0,,,,-87.7099913925049,41.5622128576892,825504.0,,0,18025  SPRINGFIELD AVE,NCHARS,,10,1,,,200.0,,,,,0.0,0.0,0.0,1.0,1.0,100,1.0,1.0,4005877264,,0.444745557052858,,,0,0,400,251.579013433156,3.16227766016838,,13400
1876624,28353030100000,203,2019,400,63292,13,1.0,0.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,,2.0,3.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,3,0.0,1460.0,2.0,2.0,0.0,47460.0,113010.0,,,,-87.7099912394141,41.5616636175411,825504.0,,0,18025  SPRINGFIELD AVE,SF,1.0,57,1,,,,,,,,0.0,0.0,0.0,1.0,,3249,5.7,32.49,4005877264,2131600.0,0.442197916047697,1.0,,0,0,400,251.579013433156,7.54983443527075,38.2099463490856,13400
1876625,28353030120000,278,2019,400,63292,13,2.0,0.0,1.0,1.0,8.0,4.0,1.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,,2.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,3,0.0,2563.0,2.0,2.0,0.0,47460.0,264620.0,,,,-87.7099938862095,41.5611155234088,825504.0,,0,18043  SPRINGFIELD AVE,SF,2.0,11,1,,,,,,,,0.0,0.0,0.0,1.0,,121,1.1,1.21,4005877264,6568969.0,0.439656427009824,1.0,,0,0,400,251.579013433156,3.3166247903554,50.6260802353886,13400
